label	x	y
332	587.551	1644.63
333	433.367	1999.74
334	1374.67	1053.7
335	1246.23	-610.778
336	994.235	32.9692
337	1820.67	-1007.31
338	1986.32	-633.046
339	793.015	-539.486
340	610.344	-1233.79
341	968.878	405.015
342	1401.02	-678.914
343	372.273	1857.15
344	667.446	1793.4
345	1177.46	-763.15
346	1609.59	-655.159
347	1547.68	-685.184
348	814.871	180.899
349	1466.17	718.791
350	2276.15	42.4658
351	2226.33	122.397
352	511.346	-1269.47
354	741.12	-644.116
355	450.801	-220.208
356	860.382	-507.086
357	777.348	2678.22
358	965.76	2542.13
359	1104.79	2496.98
360	759.234	1814.83
361	933.711	1820.79
362	531.553	1343.86
363	1479.76	-1027.05
364	405.144	-1256.59
365	304.577	1462.61
557	366.151	2754.09
633	157.166	1920.18
702	298.605	1714.86
709	477.358	134.936
711	163.982	-434.298
717	367.192	-980.383
719	153.332	-1240.65
737	879.954	-711.776
739	1138.52	1431.67
742	811.186	1983.04
