GM0003	529.589	702.4	45	148	53
GM0005	493.19	696.356	49	162	67
GM0007	570.124	650.68	56	142	42
GM0009	506.896	692.744	48	159	60
GM0010	541.217	703.328	43	144	49
GM0014	491.506	679.141	50	167	63
GM0015	446.58	674.93	55	183	87
GM0017	498.68	662.676	50	168	55
GM0018	515.509	661.245	49	162	48
GM0022	460.648	664.203	54	181	74
GM0024	511.927	707.727	46	154	61
GM0025	447.231	660.684	56	186	82
GM0034	297.398	471.668	229	69	158
GM0037	554.543	627.098	64	151	45
GM0040	522.474	682.875	46	155	51
GM0047	535.143	647.584	56	156	47
GM0048	570.693	617.178	67	145	44
GM0050	327.581	466.544	232	70	75
GM0053	480.111	704.522	49	165	75
GM0056	461.07	690.665	52	174	82
GM0058	411.607	710.897	54	182	120
GM0059	427.711	676.649	56	188	101
GM0060	371.167	732.473	54	181	151
GM0063	356.245	691.302	59	197	170
GM0070	339.773	671.186	61	205	193
GM0072	327.55	666.139	62	204	207
GM0074	396.275	623.315	63	211	108
GM0079	431.709	696.152	54	181	103
GM0080	381.891	661.121	61	203	141
GM0081	374.924	686.848	59	196	151
GM0085	448.679	620.493	58	194	61
GM0086	423.716	636.287	60	199	88
GM0088	439.118	742.949	50	166	103
GM0090	412.836	651.652	60	199	105
GM0093	309.987	720.066	56	171	187
GM0096	256.827	686.384	57	125	191
GM0098	410.252	594.43	64	213	70
GM0106	487.87	625.602	62	178	53
GM0109	515.763	563.257	96	173	52
GM0114	548.828	566.186	89	158	48
GM0118	483.257	558.572	104	187	56
GM0119	436.411	556.222	109	208	62
GM0140	357.083	654.149	63	210	172
GM0141	506.041	468.643	147	175	52
GM0147	518.82	460.315	143	168	51
GM0148	449.151	507.949	153	202	61
GM0150	443.831	448.566	197	195	59
GM0153	539.129	438.684	139	158	47
GM0158	521.354	422.618	153	163	49
GM0160	492.675	525.638	123	184	55
GM0163	475.257	477.408	160	188	57
GM0164	524.209	446.596	145	165	49
GM0166	398.452	517.168	172	224	67
GM0168	557.211	458.808	125	152	46
GM0171	373.894	554.896	89	234	70
GM0173	543.617	459.698	131	158	47
GM0175	472.427	508.597	142	192	58
GM0177	449.879	477.418	176	199	60
GM0180	438.578	536.41	130	207	62
GM0183	523.262	484.047	132	169	51
GM0184	353.787	543.668	96	244	73
GM0189	491.634	467.57	155	181	54
GM0193	425.828	508.641	165	212	64
GM0196	422.425	355.241	180	123	54
GM0197	493.277	365.87	162	144	49
GM0200	397.486	429.265	208	157	62
GM0202	393.454	383.825	195	122	59
GM0203	355.958	423.851	215	106	64
GM0209	370.924	350.409	188	90	56
GM0213	426.847	410.056	194	159	58
GM0214	320.611	368.453	196	59	68
GM0216	291.786	370.275	195	58	95
GM0221	431.295	388.373	187	145	56
GM0222	452.287	374.682	177	144	53
GM0225	351.768	353.268	190	76	57
GM0226	412.277	370.836	187	126	56
GM0228	368.847	401.798	205	110	62
GM0230	386.474	482.639	225	211	67
GM0232	402.134	461.943	215	194	64
GM0233	359.763	452.597	224	132	67
GM0236	293.329	356.332	190	57	89
GM0243	357.841	465.014	228	141	68
GM0244	416.339	497.984	184	215	65
GM0246	416.06	481.444	202	213	64
GM0252	382.733	330.038	179	91	54
GM0262	460.559	427.416	187	180	56
GM0263	304.644	329.461	182	55	73
GM0267	332.769	434.027	220	72	66
GM0268	385.379	344.638	184	98	55
GM0269	399.331	493.497	207	222	66
GM0273	347.367	441.855	222	102	67
GM0274	377.417	380.954	197	108	59
GM0275	417.019	391.811	192	141	58
GM0277	404.592	393.87	196	136	59
GM0279	335.006	404.796	210	70	63
GM0281	321.097	355.639	192	58	65
GM0285	423.69	438.083	202	180	61
GM0289	359.351	376.986	198	90	59
GM0293	405.178	373.416	189	124	57
GM0294	517.726	377.87	156	149	47
GM0296	365.239	339.296	184	83	55
GM0297	283.921	333.366	181	54	88
GM0299	422.254	374.059	186	133	56
GM0301	443.928	416.828	190	169	57
GM0302	377.214	465.013	223	174	67
GM0303	345.001	488.002	238	136	71
GM0304	302.562	343.693	187	56	78
GM0307	317.789	425.073	217	65	84
GM0308	299.91	432.352	217	65	116
GM0310	286.544	417.439	210	63	123
GM0312	292.818	393.164	203	61	103
GM0313	313.827	440.719	222	67	97
GM0317	302.229	443.426	221	66	120
GM0321	287.55	384.318	199	60	104
GM0327	322.506	412.7	212	64	74
GM0331	252.337	379.966	191	57	128
GM0335	252.209	394.97	196	59	138
GM0339	340.022	399.902	208	76	62
GM0340	343.995	378.693	200	75	60
GM0342	304.664	420.88	214	64	102
GM0344	271.705	405.318	203	61	130
GM0345	343.245	389.016	204	77	61
GM0351	324.026	402.819	209	63	70
GM0352	308.93	380.695	200	60	82
GM0353	264.796	390.089	197	59	126
GM0355	298.538	407.842	209	63	104
GM0356	274.609	390.792	199	60	119
GM0358	224.519	445.703	200	60	191
GM0361	232.34	528.442	142	64	213
GM0362	238.864	453.185	206	62	194
GM0363	243.174	475.23	208	64	212
GM0370	248.964	517.71	163	66	219
GM0373	212.982	543.293	122	61	204
GM0375	210.109	500.314	160	60	202
GM0376	299.05	450.46	223	67	131
GM0377	200.894	475.811	172	59	195
GM0383	214.553	517.818	146	61	205
GM0384	258.959	464.405	216	65	196
GM0385	263.956	513.696	180	68	226
GM0388	301.435	555.703	72	86	240
GM0392	208.906	476.102	177	60	199
GM0393	218.54	480.715	181	61	203
GM0394	214.015	455.31	194	59	198
GM0396	209.363	507.024	154	61	202
GM0397	204.055	466.857	179	59	195
GM0398	238.542	546.254	121	64	215
GM0399	218.412	528.097	138	62	206
GM0400	225.805	605.731	61	61	203
GM0402	285.659	437.06	216	65	139
GM0405	271.602	541.28	129	69	229
GM0406	295.149	453.616	223	67	141
GM0415	249.928	491.928	198	65	217
GM0416	230.479	549.983	116	63	211
GM0417	292.954	442.796	219	66	134
GM0420	275.928	556.812	93	69	230
GM0431	242.786	492.308	191	64	215
GM0432	254.576	555.598	106	66	221
GM0437	248.045	453.147	210	63	189
GM0439	256.87	504.298	189	67	222
GM0441	224.671	572.426	92	62	207
GM0448	234.174	643.979	59	91	197
GM0450	221.189	509.68	157	62	207
GM0451	229.784	440.657	201	60	185
GM0453	206.572	492.002	164	60	199
GM0457	269.454	456.357	217	65	177
GM0473	193.479	470.153	170	57	192
GM0479	227.603	495.06	176	63	209
GM0482	210.35	351.257	172	52	130
GM0484	207.265	411.125	186	56	167
GM0489	189.348	348.215	165	50	133
GM0498	285.545	543.102	120	71	235
GM0501	138.536	357.988	151	45	139
GM0502	197.749	368.299	173	52	142
GM0503	165.585	383.99	166	50	154
GM0505	216.71	331.318	168	50	118
GM0512	256.84	344.593	181	54	108
GM0513	216.738	387.445	184	55	149
GM0518	156.46	400.956	166	50	163
GM0523	238.191	343.308	177	53	116
GM0530	131.339	347.964	146	44	134
GM0531	206.267	345.798	169	51	128
GM0532	294.406	551.993	85	71	238
GM0534	198.248	455.367	181	57	191
GM0537	175.073	429.878	175	54	178
GM0542	200.972	363.395	173	52	138
GM0545	273.176	360.005	189	57	105
GM0546	184.231	421.411	180	54	176
GM0547	192.683	421.712	183	55	176
GM0553	193.528	445.501	182	56	188
GM0556	148.289	366.618	156	47	144
GM0569	227.964	424.761	196	59	172
GM0575	181.446	451.775	173	55	184
GM0576	187.666	449.399	176	56	186
GM0579	182.26	428.792	180	54	181
GM0584	172.464	338.474	158	47	130
GM0585	190.652	334.717	162	49	126
GM0588	160.289	331.23	152	46	127
GM0589	240.296	390.175	191	57	141
GM0590	215.899	343.644	171	51	124
GM0597	199.957	352.361	169	51	133
